KLS3551 Kulturledelse,,,,,,,,,,,
File,,,,Link,,,Topic (feed),,,Topic (content),
AK1 - KL.pdf,0.0294117647059,0.0,,http://www.iq-mag.net/2016/01/2114/,0.0882352941176,,all,1.05882352941,,all,1.0,,,
Arbeidkrav 1.pdf,0.147058823529,0.0,,http://www.nrk.no/ho/vil-ikke-skrive-for-ole-ivars-mer-1.12743771,0.117647058824,,arbeidsgrupper,0.5,,arbeidsgrupper,0.0588235294118,,,
Arbeidskrav 1 (gruppe 3).pdf,0.0588235294118,0.0,,average,0.102941176471,,arbeidskrav,0.735294117647,,arbeidskrav,0.705882352941,,,
Arbeidskrav 1 Kulturledelse.pdf,0.0588235294118,0.0,,,,,festivalen,0.529411764706,,festivalen,0.0882352941176,,,
Arbeidskrav 1 _ kulturledelse.pdf,0.0588235294118,0.0,,,,,frilans,0.411764705882,,frilans,0.0882352941176,,,
Arbeidskrav_1.pdf,1.0,0.205882352941,,,,,grupper,0.470588235294,,grupper,0.0882352941176,,,
Arbeidskrav_2.pdf,0.735294117647,0.147058823529,,,,,informasjon,0.558823529412,,informasjon,0.294117647059,,,
Art_innh_ver_1.pdf,0.617647058824,0.0882352941176,,,,,institusjonen,0.5,,institusjonen,0.0588235294118,,,
Forelesningsplan KLS3551 Kulturledelse_vår.pdf,0.647058823529,0.176470588235,,,,,kulturledelse,0.794117647059,,kulturledelse,0.323529411765,,,
Gruppe 2 - Lederlegitimitet.pdf,0.0882352941176,0.0,,,,,kulturpolitikk,0.5,,kulturpolitikk,0.294117647059,,,
Gruppe 9 - Ledelse i omstrukturering.pdf,0.0882352941176,0.0,,,,,media,0.294117647059,,media,0.0294117647059,,,
Gruppe13-TruerMRSkunstneriskfrihet.pdf,0.0588235294118,0.0,,,,,nettverk,0.441176470588,,nettverk,0.0882352941176,,,
Grupper til prosjektoppgave i Kulturledelse oppdatert.xlsx,0.147058823529,0.0294117647059,,,,,prosjekter,0.411764705882,,prosjekter,0.0882352941176,,,
Grupper til semesteroppgave i Kulturledelse.xlsx,0.176470588235,0.0,,,,,prosjektoppgave,0.617647058824,,prosjektoppgave,0.147058823529,,,
Kulturpolitikk opplasting_LinnBirgit.pptx,0.764705882353,0.294117647059,,,,,average,0.558823529412,,average,0.239495798319,,,
Ledelse av frivillige.pdf,0.0882352941176,0.0,,,,,,,,,,,,
Lederteori_2klasse.pptx,0.470588235294,0.0588235294118,,,,,,,,,,,,
MRS - Ugunstig kulturpolitikk?.pdf,0.0588235294118,0.0294117647059,,,,,,,,,,,,
MRS og Ledelse .pdf,0.147058823529,0.0,,,,,,,,,,,,
Mål- og resultatstyring.pdf,0.0882352941176,0.0,,,,,,,,,,,,
arbkrav1 kulturledelse.pdf,0.0588235294118,0.0588235294118,,,,,,,,,,,,
kulturledelse arb.krav 1.pdf,0.0588235294118,0.0,,,,,,,,,,,,
average,0.256684491979,0.12091503268,,,,,,,,,,,,
,,,,,,,,,,,
