KLS3551 Kulturledelse,,,,,,,,,,
File,,,Link,,,Topic (feed),,,Topic (content),
Arbeidskrav_1.pdf,0.9375,,http://www.iq-mag.net/2016/01/2114/,0.09375,,all topics,1.09375,,all topics,1.0,,,
Arbeidskrav_2.pdf,0.59375,,http://www.nrk.no/ho/vil-ikke-skrive-for-ole-ivars-mer-1.12743771,0.125,,arbeidsgrupper,0.3125,,arbeidsgrupper,0.03125,,,
Art_innh_ver_1.pdf,0.59375,,average,0.109375,,arbeidskrav,0.625,,arbeidskrav,0.59375,,,
Forelesningsplan KLS3551 Kulturledelse_vår.pdf,0.625,,,,,festivalen,0.46875,,frilans,0.0625,,,
Kulturpolitikk opplasting_LinnBirgit.pptx,0.65625,,,,,frilans,0.4375,,grupper,0.03125,,,
Lederteori_2klasse.pptx,0.3125,,,,,grupper,0.5,,informasjon,0.25,,,
average,0.619791666667,,,,,informasjon,0.53125,,institusjonen,0.0625,,,
,,,,,,institusjonen,0.5,,kulturledelse,0.28125,,,
,,,,,,kulturledelse,0.75,,kulturpolitikk,0.25,,,
,,,,,,kulturpolitikk,0.40625,,media,0.03125,,,
,,,,,,media,0.25,,nettverk,0.0625,,,
,,,,,,nettverk,0.46875,,prosjekter,0.03125,,,
,,,,,,prosjekter,0.4375,,prosjektoppgave,0.09375,,,
,,,,,,prosjektoppgave,0.5625,,average,0.213942307692,,,
,,,,,,average,0.524553571429,,,,,,
,,,,,,,,,,
MRK3480 Forbrukeratferd,,,,,,,,,,
File,,,Link,,,Topic (feed),,,Topic (content),
12545930_10208536585842682_1936761789_o.jpg,0.113924050633,,http://trendwatching.com/trends/5-trends-for-2016/,0.0506329113924,,all topics,1.0970464135,,all topics,0.831223628692,,,
12570857_10156955374890355_404844134_n.jpg,0.0506329113924,,http://web.bi.no/info/kurs2015.nsf/vWebKode/BD2FE0C8A05771C7C12575050048EA3C,0.0337552742616,,behov-og-motiv,0.172995780591,,behov-og-motiv,0.0675105485232,,,
1453306475941472673522.jpg,0.0253164556962,,http://www.aftenposten.no/familieogoppvekst/Youtube-trenden-Unge-jenter-viser-sine-siste-klesinnkjop-fra-inn--og-utland_-plagg-for-plagg_-pose-for-pose-557600_1.snd,0.0168776371308,,beskjeder-kun-fra-nina,0.801687763713,,beskjeder-kun-fra-nina,0.299578059072,,,
Beslutningsmodellen norsk.pptx,0.417721518987,,https://www.wedgies.com/question/56a5429b0919151000269ad3,0.0042194092827,,beslutninger358,0.603375527426,,beslutninger358,0.316455696203,,,
